Flight Distance,Outliers (Qurtile function),Outliers (Use Mean & Standard Deviation),,1. Mean of Column Data,,
2296,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
1189,TRUE,TRUE,,,,
2296,TRUE,TRUE,,,,
2296,TRUE,TRUE,,,,
2296,TRUE,TRUE,,,,
2296,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2296,TRUE,TRUE,,,,
1008,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
1491,TRUE,TRUE,,,,
2296,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
1493,TRUE,TRUE,,,,
716,TRUE,TRUE,,,,
2077,TRUE,TRUE,,,,
2296,TRUE,TRUE,,,,
2077,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
788,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
744,TRUE,TRUE,,,,
577,TRUE,TRUE,,,,
796,TRUE,TRUE,,,,
625,TRUE,TRUE,,,,
744,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2296,TRUE,TRUE,,,,
2296,TRUE,TRUE,,,,
2296,TRUE,TRUE,,,,
2296,TRUE,TRUE,,,,
2296,TRUE,TRUE,,,,
2296,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2077,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2077,TRUE,TRUE,,,,
2077,TRUE,TRUE,,,,
2296,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2296,TRUE,TRUE,,,,
2296,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2296,TRUE,TRUE,,,,
2296,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2296,TRUE,TRUE,,,,
2296,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2077,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2296,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2296,TRUE,TRUE,,,,
2244,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2296,TRUE,TRUE,,,,
2296,TRUE,TRUE,,,,
2296,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
2296,TRUE,TRUE,,,,
2077,TRUE,TRUE,,,,
2077,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
2045,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
3599,TRUE,TRUE,,,,
646,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
3285,TRUE,TRUE,,,,
2538,TRUE,TRUE,,,,
3489,TRUE,TRUE,,,,
1865,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
3130,TRUE,TRUE,,,,
2033,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
355,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
3980,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
2194,TRUE,TRUE,,,,
3389,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
2052,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
1574,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
1778,TRUE,TRUE,,,,
3975,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
2597,TRUE,TRUE,,,,
2198,TRUE,TRUE,,,,
2771,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
2593,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
3411,TRUE,TRUE,,,,
646,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
2049,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
3840,TRUE,TRUE,,,,
1845,TRUE,TRUE,,,,
2207,TRUE,TRUE,,,,
2028,TRUE,TRUE,,,,
1877,TRUE,TRUE,,,,
3119,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
2820,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
1828,TRUE,TRUE,,,,
3587,TRUE,TRUE,,,,
2102,TRUE,TRUE,,,,
1590,TRUE,TRUE,,,,
3315,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
3730,TRUE,TRUE,,,,
646,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
1866,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
2303,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
3780,TRUE,TRUE,,,,
1623,TRUE,TRUE,,,,
2615,TRUE,TRUE,,,,
3785,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
2815,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
1754,TRUE,TRUE,,,,
646,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
3662,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
3356,TRUE,TRUE,,,,
2014,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
1768,TRUE,TRUE,,,,
2307,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
3750,TRUE,TRUE,,,,
3767,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
2305,TRUE,TRUE,,,,
2100,TRUE,TRUE,,,,
2659,TRUE,TRUE,,,,
2030,TRUE,TRUE,,,,
1914,TRUE,TRUE,,,,
2510,TRUE,TRUE,,,,
2104,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
1885,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
2234,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
3287,TRUE,TRUE,,,,
355,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
646,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
2495,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
3194,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
2323,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
646,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
1571,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
2541,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
3756,TRUE,TRUE,,,,
2552,TRUE,TRUE,,,,
3516,TRUE,TRUE,,,,
2162,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
646,TRUE,TRUE,,,,
3947,TRUE,TRUE,,,,
2027,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
3496,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
2290,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
1583,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
1809,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
247,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
2577,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
251,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
221,TRUE,TRUE,,,,
251,TRUE,TRUE,,,,
221,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
221,TRUE,TRUE,,,,
221,TRUE,TRUE,,,,
2836,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
646,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
646,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
646,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
646,TRUE,TRUE,,,,
646,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
646,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
3430,TRUE,TRUE,,,,
3112,TRUE,TRUE,,,,
646,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
1996,TRUE,TRUE,,,,
2611,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
2884,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
3919,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
2180,TRUE,TRUE,,,,
355,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
221,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
221,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
251,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
246,TRUE,TRUE,,,,
338,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
325,TRUE,TRUE,,,,
651,TRUE,TRUE,,,,
647,TRUE,TRUE,,,,
304,TRUE,TRUE,,,,
621,TRUE,TRUE,,,,
370,TRUE,TRUE,,,,
1460,TRUE,TRUE,,,,
1460,TRUE,TRUE,,,,
1460,TRUE,TRUE,,,,
1460,TRUE,TRUE,,,,
1460,TRUE,TRUE,,,,
1460,TRUE,TRUE,,,,
1460,TRUE,TRUE,,,,
1460,TRUE,TRUE,,,,
1209,TRUE,TRUE,,,,
1460,TRUE,TRUE,,,,
1460,TRUE,TRUE,,,,
1460,TRUE,TRUE,,,,
1460,TRUE,TRUE,,,,
1460,TRUE,TRUE,,,,
1460,TRUE,TRUE,,,,
1460,TRUE,TRUE,,,,
1460,TRUE,TRUE,,,,
1460,TRUE,TRUE,,,,
1460,TRUE,TRUE,,,,
1020,TRUE,TRUE,,,,
1712,TRUE,TRUE,,,,
2718,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
3706,TRUE,TRUE,,,,
3557,TRUE,TRUE,,,,
1566,TRUE,TRUE,,,,
3115,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
3701,TRUE,TRUE,,,,
3782,TRUE,TRUE,,,,
1020,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
1633,TRUE,TRUE,,,,
3924,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
3948,TRUE,TRUE,,,,
2212,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
707,TRUE,TRUE,,,,
3637,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
2765,TRUE,TRUE,,,,
2343,TRUE,TRUE,,,,
1020,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
1020,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
1020,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
1020,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
2460,TRUE,TRUE,,,,
2911,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
2538,TRUE,TRUE,,,,
3983,TRUE,TRUE,,,,
3701,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
707,TRUE,TRUE,,,,
1020,TRUE,TRUE,,,,
707,TRUE,TRUE,,,,
1107,TRUE,TRUE,,,,
1979,TRUE,TRUE,,,,
1979,TRUE,TRUE,,,,
1979,TRUE,TRUE,,,,
1108,TRUE,TRUE,,,,
1979,TRUE,TRUE,,,,
1979,TRUE,TRUE,,,,
1979,TRUE,TRUE,,,,
1172,TRUE,TRUE,,,,
1979,TRUE,TRUE,,,,
1979,TRUE,TRUE,,,,
1979,TRUE,TRUE,,,,
1078,TRUE,TRUE,,,,
1979,TRUE,TRUE,,,,
1979,TRUE,TRUE,,,,
1979,TRUE,TRUE,,,,
1979,TRUE,TRUE,,,,
1979,TRUE,TRUE,,,,
1979,TRUE,TRUE,,,,
1979,TRUE,TRUE,,,,
1979,TRUE,TRUE,,,,
1979,TRUE,TRUE,,,,
1979,TRUE,TRUE,,,,
3752,TRUE,TRUE,,,,
3098,TRUE,TRUE,,,,
507,TRUE,TRUE,,,,
2810,TRUE,TRUE,,,,
507,TRUE,TRUE,,,,
2698,TRUE,TRUE,,,,
507,TRUE,TRUE,,,,
3886,TRUE,TRUE,,,,
507,TRUE,TRUE,,,,
507,TRUE,TRUE,,,,
507,TRUE,TRUE,,,,
1897,TRUE,TRUE,,,,
507,TRUE,TRUE,,,,
507,TRUE,TRUE,,,,
1616,TRUE,TRUE,,,,
1719,TRUE,TRUE,,,,
507,TRUE,TRUE,,,,
507,TRUE,TRUE,,,,
507,TRUE,TRUE,,,,
507,TRUE,TRUE,,,,
507,TRUE,TRUE,,,,
507,TRUE,TRUE,,,,
3223,TRUE,TRUE,,,,
3000,TRUE,TRUE,,,,
3964,TRUE,TRUE,,,,
507,TRUE,TRUE,,,,
3634,TRUE,TRUE,,,,
107,TRUE,TRUE,,,,
507,TRUE,TRUE,,,,
107,TRUE,TRUE,,,,
2410,TRUE,TRUE,,,,
507,TRUE,TRUE,,,,
507,TRUE,TRUE,,,,
507,TRUE,TRUE,,,,
507,TRUE,TRUE,,,,
507,TRUE,TRUE,,,,
507,TRUE,TRUE,,,,
507,TRUE,TRUE,,,,
507,TRUE,TRUE,,,,
507,TRUE,TRUE,,,,
507,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
2783,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
3101,TRUE,TRUE,,,,
3983,TRUE,TRUE,,,,
1715,TRUE,TRUE,,,,
3714,TRUE,TRUE,,,,
872,TRUE,TRUE,,,,
3391,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
2125,TRUE,TRUE,,,,
3000,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
2114,TRUE,TRUE,,,,
1821,TRUE,TRUE,,,,
1978,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
1585,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
872,TRUE,TRUE,,,,
2043,TRUE,TRUE,,,,
2655,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1639,TRUE,TRUE,,,,
872,TRUE,TRUE,,,,
609,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
872,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
872,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
3860,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
609,TRUE,TRUE,,,,
872,TRUE,TRUE,,,,
868,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
1814,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
1814,TRUE,TRUE,,,,
1264,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
1814,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
850,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
1814,TRUE,TRUE,,,,
763,TRUE,TRUE,,,,
1274,TRUE,TRUE,,,,
1212,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
867,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
1226,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
575,TRUE,TRUE,,,,
1190,TRUE,TRUE,,,,
2512,TRUE,TRUE,,,,
1536,TRUE,TRUE,,,,
575,TRUE,TRUE,,,,
2083,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
1814,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
1814,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
1814,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
1814,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
1814,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
1814,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
1814,TRUE,TRUE,,,,
1814,TRUE,TRUE,,,,
1814,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
575,TRUE,TRUE,,,,
2075,TRUE,TRUE,,,,
1814,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1506,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
3016,TRUE,TRUE,,,,
2374,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
3007,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
3281,TRUE,TRUE,,,,
3428,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
2197,TRUE,TRUE,,,,
3897,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
3976,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
3187,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
609,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
2432,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
2053,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1009,TRUE,TRUE,,,,
1670,TRUE,TRUE,,,,
1670,TRUE,TRUE,,,,
1670,TRUE,TRUE,,,,
1670,TRUE,TRUE,,,,
1670,TRUE,TRUE,,,,
1670,TRUE,TRUE,,,,
1670,TRUE,TRUE,,,,
1670,TRUE,TRUE,,,,
1082,TRUE,TRUE,,,,
1670,TRUE,TRUE,,,,
1178,TRUE,TRUE,,,,
1670,TRUE,TRUE,,,,
1670,TRUE,TRUE,,,,
1670,TRUE,TRUE,,,,
1670,TRUE,TRUE,,,,
1670,TRUE,TRUE,,,,
1670,TRUE,TRUE,,,,
1670,TRUE,TRUE,,,,
1670,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
902,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
273,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1019,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1074,TRUE,TRUE,,,,
1209,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1411,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1488,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
763,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1337,TRUE,TRUE,,,,
273,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
990,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
1773,TRUE,TRUE,,,,
2153,TRUE,TRUE,,,,
2153,TRUE,TRUE,,,,
2153,TRUE,TRUE,,,,
2153,TRUE,TRUE,,,,
850,TRUE,TRUE,,,,
776,TRUE,TRUE,,,,
